Sentence	SentenceID	Region	Word	Surprisal	SurprisalReweighted	Repetition
0	RolandEtAl2021.1.src-noun	0	The	3.327	3.177	0
0	RolandEtAl2021.1.src-noun	0	The	3.325	3.304	1
0	RolandEtAl2021.1.src-noun	0	The	3.271	3.418	0
0	RolandEtAl2021.1.src-noun	0	The	3.348	3.192	1
0	RolandEtAl2021.1.src-noun	1	event	8.356	7.768	0
0	RolandEtAl2021.1.src-noun	1	event	8.234	8.092	1
0	RolandEtAl2021.1.src-noun	1	event	8.244	7.884	0
0	RolandEtAl2021.1.src-noun	1	event	8.359	7.789	1
0	RolandEtAl2021.1.src-noun	2	planner	8.896	7.517	0
0	RolandEtAl2021.1.src-noun	2	planner	9.092	7.433	1
0	RolandEtAl2021.1.src-noun	2	planner	8.735	7.766	0
0	RolandEtAl2021.1.src-noun	2	planner	9.211	7.62	1
0	RolandEtAl2021.1.src-noun	3	that	5.876	5.285	0
0	RolandEtAl2021.1.src-noun	3	that	5.82	5.533	1
0	RolandEtAl2021.1.src-noun	3	that	5.786	5.108	0
0	RolandEtAl2021.1.src-noun	3	that	5.687	5.201	1
0	RolandEtAl2021.1.src-noun	4	the	4.306	4.284	0
0	RolandEtAl2021.1.src-noun	4	the	4.273	4.343	1
0	RolandEtAl2021.1.src-noun	4	the	4.232	4.377	0
0	RolandEtAl2021.1.src-noun	4	the	4.22	4.181	1
0	RolandEtAl2021.1.src-noun	5	chef	10.656	9.836	0
0	RolandEtAl2021.1.src-noun	5	chef	10.764	9.961	1
0	RolandEtAl2021.1.src-noun	5	chef	10.783	9.798	0
0	RolandEtAl2021.1.src-noun	5	chef	10.351	10.077	1
0	RolandEtAl2021.1.src-noun	6	telephoned	14.993	13.39	0
0	RolandEtAl2021.1.src-noun	6	telephoned	14.203	13.221	1
0	RolandEtAl2021.1.src-noun	6	telephoned	15.04	13.09	0
0	RolandEtAl2021.1.src-noun	6	telephoned	13.526	12.679	1
0	RolandEtAl2021.1.src-noun	7	planned	8.878	8.354	0
0	RolandEtAl2021.1.src-noun	7	planned	8.872	8.617	1
0	RolandEtAl2021.1.src-noun	7	planned	8.961	8.912	0
0	RolandEtAl2021.1.src-noun	7	planned	9.033	8.383	1
0	RolandEtAl2021.1.src-noun	8	on	3.425	3.055	0
0	RolandEtAl2021.1.src-noun	8	on	3.14	2.968	1
0	RolandEtAl2021.1.src-noun	8	on	3.138	3.085	0
0	RolandEtAl2021.1.src-noun	8	on	4.428	3.962	1
0	RolandEtAl2021.1.src-noun	9	having	2.296	2.135	0
0	RolandEtAl2021.1.src-noun	9	having	3.05	2.6	1
0	RolandEtAl2021.1.src-noun	9	having	3.429	2.512	0
0	RolandEtAl2021.1.src-noun	9	having	2.275	2.06	1
0	RolandEtAl2021.1.src-noun	10	a	1.884	1.573	0
0	RolandEtAl2021.1.src-noun	10	a	1.761	1.476	1
0	RolandEtAl2021.1.src-noun	10	a	1.906	1.757	0
0	RolandEtAl2021.1.src-noun	10	a	1.805	1.66	1
0	RolandEtAl2021.1.src-noun	11	party.	8.398	7.654	0
0	RolandEtAl2021.1.src-noun	11	party.	7.851	6.561	1
0	RolandEtAl2021.1.src-noun	11	party.	8.162	6.936	0
0	RolandEtAl2021.1.src-noun	11	party.	8.284	6.931	1
1	RolandEtAl2021.1.orc-noun	0	The	3.23	3.136	0
1	RolandEtAl2021.1.orc-noun	0	The	3.287	3.228	1
1	RolandEtAl2021.1.orc-noun	0	The	3.262	3.197	0
1	RolandEtAl2021.1.orc-noun	0	The	3.259	3.239	1
1	RolandEtAl2021.1.orc-noun	1	event	8.26	8.064	0
1	RolandEtAl2021.1.orc-noun	1	event	8.364	7.796	1
1	RolandEtAl2021.1.orc-noun	1	event	8.234	8.048	0
1	RolandEtAl2021.1.orc-noun	1	event	8.328	7.636	1
1	RolandEtAl2021.1.orc-noun	2	planner	9.207	7.133	0
1	RolandEtAl2021.1.orc-noun	2	planner	9.389	7.393	1
1	RolandEtAl2021.1.orc-noun	2	planner	8.823	7.655	0
1	RolandEtAl2021.1.orc-noun	2	planner	9.153	6.994	1
1	RolandEtAl2021.1.orc-noun	3	that	5.874	5.367	0
1	RolandEtAl2021.1.orc-noun	3	that	5.764	5.212	1
1	RolandEtAl2021.1.orc-noun	3	that	5.85	5.457	0
1	RolandEtAl2021.1.orc-noun	3	that	5.803	5.499	1
1	RolandEtAl2021.1.orc-noun	4	telephoned	14.591	14.534	0
1	RolandEtAl2021.1.orc-noun	4	telephoned	14.518	13.369	1
1	RolandEtAl2021.1.orc-noun	4	telephoned	15.078	13.753	0
1	RolandEtAl2021.1.orc-noun	4	telephoned	13.923	12.883	1
1	RolandEtAl2021.1.orc-noun	5	the	2.437	2.458	0
1	RolandEtAl2021.1.orc-noun	5	the	2.463	2.443	1
1	RolandEtAl2021.1.orc-noun	5	the	2.547	2.517	0
1	RolandEtAl2021.1.orc-noun	5	the	2.609	2.534	1
1	RolandEtAl2021.1.orc-noun	6	chef	10.639	9.582	0
1	RolandEtAl2021.1.orc-noun	6	chef	10.346	9.773	1
1	RolandEtAl2021.1.orc-noun	6	chef	10.066	9.74	0
1	RolandEtAl2021.1.orc-noun	6	chef	9.995	9.621	1
1	RolandEtAl2021.1.orc-noun	7	planned	9.37	9.058	0
1	RolandEtAl2021.1.orc-noun	7	planned	8.916	8.504	1
1	RolandEtAl2021.1.orc-noun	7	planned	8.811	8.681	0
1	RolandEtAl2021.1.orc-noun	7	planned	9.615	9.006	1
1	RolandEtAl2021.1.orc-noun	8	on	3.156	2.811	0
1	RolandEtAl2021.1.orc-noun	8	on	3.001	2.891	1
1	RolandEtAl2021.1.orc-noun	8	on	3.151	3.053	0
1	RolandEtAl2021.1.orc-noun	8	on	2.747	2.512	1
1	RolandEtAl2021.1.orc-noun	9	having	2.842	2.574	0
1	RolandEtAl2021.1.orc-noun	9	having	2.873	2.853	1
1	RolandEtAl2021.1.orc-noun	9	having	2.777	2.37	0
1	RolandEtAl2021.1.orc-noun	9	having	2.557	2.566	1
1	RolandEtAl2021.1.orc-noun	10	a	1.642	1.538	0
1	RolandEtAl2021.1.orc-noun	10	a	1.683	1.592	1
1	RolandEtAl2021.1.orc-noun	10	a	1.666	1.684	0
1	RolandEtAl2021.1.orc-noun	10	a	1.647	1.613	1
1	RolandEtAl2021.1.orc-noun	11	party.	7.605	6.491	0
1	RolandEtAl2021.1.orc-noun	11	party.	7.445	7.309	1
1	RolandEtAl2021.1.orc-noun	11	party.	7.477	6.741	0
1	RolandEtAl2021.1.orc-noun	11	party.	7.546	6.693	1
2	RolandEtAl2021.1.src-pronoun	0	The	3.233	3.083	0
2	RolandEtAl2021.1.src-pronoun	0	The	3.264	3.314	1
2	RolandEtAl2021.1.src-pronoun	0	The	3.279	3.131	0
2	RolandEtAl2021.1.src-pronoun	0	The	3.299	3.259	1
2	RolandEtAl2021.1.src-pronoun	1	event	8.329	8.358	0
2	RolandEtAl2021.1.src-pronoun	1	event	8.369	7.642	1
2	RolandEtAl2021.1.src-pronoun	1	event	8.318	7.962	0
2	RolandEtAl2021.1.src-pronoun	1	event	8.017	7.702	1
2	RolandEtAl2021.1.src-pronoun	2	planner	9.4	7.358	0
2	RolandEtAl2021.1.src-pronoun	2	planner	9.172	7.74	1
2	RolandEtAl2021.1.src-pronoun	2	planner	9.285	7.641	0
2	RolandEtAl2021.1.src-pronoun	2	planner	9.563	7.643	1
2	RolandEtAl2021.1.src-pronoun	3	that	5.834	5.535	0
2	RolandEtAl2021.1.src-pronoun	3	that	5.865	5.754	1
2	RolandEtAl2021.1.src-pronoun	3	that	5.856	5.513	0
2	RolandEtAl2021.1.src-pronoun	3	that	5.823	5.388	1
2	RolandEtAl2021.1.src-pronoun	4	I	2.729	2.403	0
2	RolandEtAl2021.1.src-pronoun	4	I	2.833	2.516	1
2	RolandEtAl2021.1.src-pronoun	4	I	2.744	2.243	0
2	RolandEtAl2021.1.src-pronoun	4	I	2.861	2.267	1
2	RolandEtAl2021.1.src-pronoun	5	telephoned	14.562	13.758	0
2	RolandEtAl2021.1.src-pronoun	5	telephoned	14.595	14.01	1
2	RolandEtAl2021.1.src-pronoun	5	telephoned	14.548	13.559	0
2	RolandEtAl2021.1.src-pronoun	5	telephoned	14.659	14.895	1
2	RolandEtAl2021.1.src-pronoun	6	planned	9.178	8.891	0
2	RolandEtAl2021.1.src-pronoun	6	planned	9.599	9.512	1
2	RolandEtAl2021.1.src-pronoun	6	planned	9.283	9.287	0
2	RolandEtAl2021.1.src-pronoun	6	planned	9.143	9.14	1
2	RolandEtAl2021.1.src-pronoun	7	on	3.49	3.411	0
2	RolandEtAl2021.1.src-pronoun	7	on	3.271	2.858	1
2	RolandEtAl2021.1.src-pronoun	7	on	3.324	2.938	0
2	RolandEtAl2021.1.src-pronoun	7	on	3.453	3.002	1
2	RolandEtAl2021.1.src-pronoun	8	having	2.549	2.5	0
2	RolandEtAl2021.1.src-pronoun	8	having	2.531	2.395	1
2	RolandEtAl2021.1.src-pronoun	8	having	2.334	2.335	0
2	RolandEtAl2021.1.src-pronoun	8	having	2.587	2.431	1
2	RolandEtAl2021.1.src-pronoun	9	a	1.692	1.534	0
2	RolandEtAl2021.1.src-pronoun	9	a	1.672	1.693	1
2	RolandEtAl2021.1.src-pronoun	9	a	1.698	1.63	0
2	RolandEtAl2021.1.src-pronoun	9	a	1.772	1.724	1
