Sentence	SentenceID	Region	Word	Surprisal	SurprisalReweighted	Repetition
180	Staub_2010.E1.1.SRC	3	who	3.548	3.492	0
180	Staub_2010.E1.1.SRC	3	who	3.617	3.595	1
180	Staub_2010.E1.1.SRC	3	who	3.576	3.533	0
180	Staub_2010.E1.1.SRC	3	who	3.625	3.596	1
180	Staub_2010.E1.1.SRC	4	followed	7.362	7.297	0
180	Staub_2010.E1.1.SRC	4	followed	7.341	7.31	1
180	Staub_2010.E1.1.SRC	4	followed	7.426	7.426	0
180	Staub_2010.E1.1.SRC	4	followed	7.425	7.453	1
180	Staub_2010.E1.1.SRC	5	the	1.833	1.832	0
180	Staub_2010.E1.1.SRC	5	the	1.661	1.679	1
180	Staub_2010.E1.1.SRC	5	the	1.646	1.722	0
180	Staub_2010.E1.1.SRC	5	the	1.694	1.68	1
180	Staub_2010.E1.1.SRC	6	kids	6.304	6.062	0
180	Staub_2010.E1.1.SRC	6	kids	6.793	5.953	1
180	Staub_2010.E1.1.SRC	6	kids	6.541	6.307	0
180	Staub_2010.E1.1.SRC	6	kids	6.905	6.205	1
180	Staub_2010.E1.1.SRC	7	wondered	12.519	12.226	0
180	Staub_2010.E1.1.SRC	7	wondered	13.221	12.243	1
180	Staub_2010.E1.1.SRC	7	wondered	12.843	13.157	0
180	Staub_2010.E1.1.SRC	7	wondered	11.749	11.876	1
181	Staub_2010.E1.1.ORC	3	who	3.638	3.619	0
181	Staub_2010.E1.1.ORC	3	who	3.611	3.645	1
181	Staub_2010.E1.1.ORC	3	who	3.579	3.61	0
181	Staub_2010.E1.1.ORC	3	who	3.738	3.675	1
181	Staub_2010.E1.1.ORC	4	the	7.164	7.159	0
181	Staub_2010.E1.1.ORC	4	the	7.108	7.085	1
181	Staub_2010.E1.1.ORC	4	the	7.174	7.016	0
181	Staub_2010.E1.1.ORC	4	the	7.053	7.012	1
181	Staub_2010.E1.1.ORC	5	kids	5.356	4.846	0
181	Staub_2010.E1.1.ORC	5	kids	5.295	5.144	1
181	Staub_2010.E1.1.ORC	5	kids	5.564	5.144	0
181	Staub_2010.E1.1.ORC	5	kids	5.739	5.326	1
181	Staub_2010.E1.1.ORC	6	followed	7.962	7.891	0
181	Staub_2010.E1.1.ORC	6	followed	7.801	7.681	1
181	Staub_2010.E1.1.ORC	6	followed	8.465	8.306	0
181	Staub_2010.E1.1.ORC	6	followed	8.318	7.88	1
181	Staub_2010.E1.1.ORC	7	wondered	11.138	11.052	0
181	Staub_2010.E1.1.ORC	7	wondered	11.622	10.999	1
181	Staub_2010.E1.1.ORC	7	wondered	12.473	11.65	0
181	Staub_2010.E1.1.ORC	7	wondered	10.944	11.116	1
182	Staub_2010.E1.2.SRC	2	who	4.395	4.426	0
182	Staub_2010.E1.2.SRC	2	who	4.237	4.265	1
182	Staub_2010.E1.2.SRC	2	who	4.57	4.566	0
182	Staub_2010.E1.2.SRC	2	who	4.246	4.252	1
182	Staub_2010.E1.2.SRC	3	distracted	12.508	12.472	0
182	Staub_2010.E1.2.SRC	3	distracted	12.724	12.736	1
182	Staub_2010.E1.2.SRC	3	distracted	12.527	12.711	0
182	Staub_2010.E1.2.SRC	3	distracted	12.653	12.721	1
182	Staub_2010.E1.2.SRC	4	the	2.086	2.044	0
182	Staub_2010.E1.2.SRC	4	the	2.185	2.284	1
182	Staub_2010.E1.2.SRC	4	the	2.168	2.268	0
182	Staub_2010.E1.2.SRC	4	the	2.196	2.192	1
182	Staub_2010.E1.2.SRC	5	cameraman	8.048	7.216	0
182	Staub_2010.E1.2.SRC	5	cameraman	8.282	7.439	1
182	Staub_2010.E1.2.SRC	5	cameraman	8.027	7.604	0
182	Staub_2010.E1.2.SRC	5	cameraman	7.878	7.669	1
182	Staub_2010.E1.2.SRC	6	poured	11.337	11.055	0
182	Staub_2010.E1.2.SRC	6	poured	11.095	11.068	1
182	Staub_2010.E1.2.SRC	6	poured	11.03	11.175	0
182	Staub_2010.E1.2.SRC	6	poured	11.092	11.084	1
183	Staub_2010.E1.2.ORC	2	who	4.328	4.457	0
183	Staub_2010.E1.2.ORC	2	who	4.32	4.218	1
183	Staub_2010.E1.2.ORC	2	who	4.375	4.427	0
183	Staub_2010.E1.2.ORC	2	who	4.519	4.43	1
183	Staub_2010.E1.2.ORC	3	the	7.477	7.397	0
183	Staub_2010.E1.2.ORC	3	the	7.632	7.506	1
183	Staub_2010.E1.2.ORC	3	the	7.685	7.588	0
183	Staub_2010.E1.2.ORC	3	the	7.441	7.35	1
183	Staub_2010.E1.2.ORC	4	cameraman	9.279	8.79	0
183	Staub_2010.E1.2.ORC	4	cameraman	9.082	8.872	1
183	Staub_2010.E1.2.ORC	4	cameraman	9.177	8.711	0
183	Staub_2010.E1.2.ORC	4	cameraman	9.032	8.828	1
183	Staub_2010.E1.2.ORC	5	distracted	11.855	11.949	0
183	Staub_2010.E1.2.ORC	5	distracted	11.741	11.709	1
183	Staub_2010.E1.2.ORC	5	distracted	12.039	12.058	0
183	Staub_2010.E1.2.ORC	5	distracted	12.053	11.96	1
183	Staub_2010.E1.2.ORC	6	poured	13.031	12.547	0
183	Staub_2010.E1.2.ORC	6	poured	12.805	12.855	1
183	Staub_2010.E1.2.ORC	6	poured	13.051	13.126	0
183	Staub_2010.E1.2.ORC	6	poured	13.071	12.816	1
184	Staub_2010.E1.3.SRC	2	who	4.054	4.035	0
184	Staub_2010.E1.3.SRC	2	who	4.208	4.149	1
184	Staub_2010.E1.3.SRC	2	who	4.141	4.161	0
184	Staub_2010.E1.3.SRC	2	who	4.178	4.183	1
184	Staub_2010.E1.3.SRC	3	woke	7.999	7.759	0
184	Staub_2010.E1.3.SRC	3	woke	8.014	7.823	1
184	Staub_2010.E1.3.SRC	3	woke	8.157	7.865	0
184	Staub_2010.E1.3.SRC	3	woke	8.018	8.021	1
184	Staub_2010.E1.3.SRC	4	the	5.614	5.754	0
184	Staub_2010.E1.3.SRC	4	the	5.6	5.728	1
184	Staub_2010.E1.3.SRC	4	the	5.499	5.651	0
184	Staub_2010.E1.3.SRC	4	the	5.604	5.759	1
