Sentence	SentenceID	Region	Word	Surprisal	SurprisalReweighted	Repetition
0	Vani_etal_2021.E1.65.filler	0	Cindy	13.629	13.669	0
0	Vani_etal_2021.E1.65.filler	0	Cindy	13.747	13.386	1
0	Vani_etal_2021.E1.65.filler	0	Cindy	13.645	13.239	0
0	Vani_etal_2021.E1.65.filler	0	Cindy	13.689	12.973	1
0	Vani_etal_2021.E1.65.filler	1	treated	11.102	10.86	0
0	Vani_etal_2021.E1.65.filler	1	treated	11.158	11.014	1
0	Vani_etal_2021.E1.65.filler	1	treated	10.916	10.965	0
0	Vani_etal_2021.E1.65.filler	1	treated	10.966	10.908	1
0	Vani_etal_2021.E1.65.filler	2	herself	4.62	3.988	0
0	Vani_etal_2021.E1.65.filler	2	herself	3.981	3.9	1
0	Vani_etal_2021.E1.65.filler	2	herself	4.513	3.688	0
0	Vani_etal_2021.E1.65.filler	2	herself	4.731	3.941	1
0	Vani_etal_2021.E1.65.filler	3	to	2.675	0.648	0
0	Vani_etal_2021.E1.65.filler	3	to	3.416	0.723	1
0	Vani_etal_2021.E1.65.filler	3	to	1.479	0.717	0
0	Vani_etal_2021.E1.65.filler	3	to	3.415	0.765	1
0	Vani_etal_2021.E1.65.filler	4	a	1.234	0.84	0
0	Vani_etal_2021.E1.65.filler	4	a	1.619	0.856	1
0	Vani_etal_2021.E1.65.filler	4	a	1.426	0.858	0
0	Vani_etal_2021.E1.65.filler	4	a	2.355	0.924	1
0	Vani_etal_2021.E1.65.filler	5	vacation	8.241	6.867	0
0	Vani_etal_2021.E1.65.filler	5	vacation	7.294	7.148	1
0	Vani_etal_2021.E1.65.filler	5	vacation	8.633	6.866	0
0	Vani_etal_2021.E1.65.filler	5	vacation	7.397	7.167	1
0	Vani_etal_2021.E1.65.filler	6	in	2.351	2.222	0
0	Vani_etal_2021.E1.65.filler	6	in	2.489	2.06	1
0	Vani_etal_2021.E1.65.filler	6	in	3.842	2.051	0
0	Vani_etal_2021.E1.65.filler	6	in	4.494	2.185	1
0	Vani_etal_2021.E1.65.filler	7	China	6.118	5.98	0
0	Vani_etal_2021.E1.65.filler	7	China	6.029	5.96	1
0	Vani_etal_2021.E1.65.filler	7	China	6.811	5.86	0
0	Vani_etal_2021.E1.65.filler	7	China	6.844	6.076	1
0	Vani_etal_2021.E1.65.filler	8	and	1.861	1.823	0
0	Vani_etal_2021.E1.65.filler	8	and	1.838	1.808	1
0	Vani_etal_2021.E1.65.filler	8	and	2.138	2.003	0
0	Vani_etal_2021.E1.65.filler	8	and	1.993	2.084	1
0	Vani_etal_2021.E1.65.filler	9	several	8.313	8.405	0
0	Vani_etal_2021.E1.65.filler	9	several	8.219	8.288	1
0	Vani_etal_2021.E1.65.filler	9	several	8.523	8.391	0
0	Vani_etal_2021.E1.65.filler	9	several	8.433	8.039	1
0	Vani_etal_2021.E1.65.filler	10	other	4.087	3.466	0
0	Vani_etal_2021.E1.65.filler	10	other	3.65	3.463	1
0	Vani_etal_2021.E1.65.filler	10	other	3.461	3.4	0
0	Vani_etal_2021.E1.65.filler	10	other	3.716	3.745	1
0	Vani_etal_2021.E1.65.filler	11	Asian	4.238	3.954	0
0	Vani_etal_2021.E1.65.filler	11	Asian	4.174	4.077	1
0	Vani_etal_2021.E1.65.filler	11	Asian	4.22	4.087	0
0	Vani_etal_2021.E1.65.filler	11	Asian	4.849	4.398	1
