Sentence	SentenceID	Region	Word	Surprisal	SurprisalReweighted	Repetition
0	RolandEtAl2021.1.src-noun	0	The	3.305	2.937	0
0	RolandEtAl2021.1.src-noun	0	The	3.292	3.172	1
0	RolandEtAl2021.1.src-noun	0	The	3.276	2.932	0
0	RolandEtAl2021.1.src-noun	0	The	3.318	3.249	1
0	RolandEtAl2021.1.src-noun	1	event	8.427	7.683	0
0	RolandEtAl2021.1.src-noun	1	event	8.556	8.088	1
0	RolandEtAl2021.1.src-noun	1	event	8.398	8.28	0
0	RolandEtAl2021.1.src-noun	1	event	8.402	8.127	1
0	RolandEtAl2021.1.src-noun	2	planner	8.538	7.824	0
0	RolandEtAl2021.1.src-noun	2	planner	9.354	7.709	1
0	RolandEtAl2021.1.src-noun	2	planner	9.076	8.107	0
0	RolandEtAl2021.1.src-noun	2	planner	9.511	8.01	1
0	RolandEtAl2021.1.src-noun	3	that	5.672	5.41	0
0	RolandEtAl2021.1.src-noun	3	that	5.63	5.543	1
0	RolandEtAl2021.1.src-noun	3	that	5.626	5.15	0
0	RolandEtAl2021.1.src-noun	3	that	5.648	5.218	1
0	RolandEtAl2021.1.src-noun	4	the	4.039	4.078	0
0	RolandEtAl2021.1.src-noun	4	the	4.465	4.495	1
0	RolandEtAl2021.1.src-noun	4	the	4.248	4.048	0
0	RolandEtAl2021.1.src-noun	4	the	4.129	4.232	1
0	RolandEtAl2021.1.src-noun	5	chef	10.55	10.414	0
0	RolandEtAl2021.1.src-noun	5	chef	10.706	10.125	1
0	RolandEtAl2021.1.src-noun	5	chef	10.749	9.949	0
0	RolandEtAl2021.1.src-noun	5	chef	10.742	10.189	1
0	RolandEtAl2021.1.src-noun	6	telephoned	14.092	12.833	0
0	RolandEtAl2021.1.src-noun	6	telephoned	13.893	13.347	1
0	RolandEtAl2021.1.src-noun	6	telephoned	13.456	12.472	0
0	RolandEtAl2021.1.src-noun	6	telephoned	13.654	12.699	1
0	RolandEtAl2021.1.src-noun	7	planned	8.601	8.345	0
0	RolandEtAl2021.1.src-noun	7	planned	8.594	8.458	1
0	RolandEtAl2021.1.src-noun	7	planned	9.163	8.787	0
0	RolandEtAl2021.1.src-noun	7	planned	9.31	9.075	1
0	RolandEtAl2021.1.src-noun	8	on	4.105	3.84	0
0	RolandEtAl2021.1.src-noun	8	on	4.515	4.165	1
0	RolandEtAl2021.1.src-noun	8	on	3.553	3.393	0
0	RolandEtAl2021.1.src-noun	8	on	3.154	2.869	1
0	RolandEtAl2021.1.src-noun	9	having	2.632	2.287	0
0	RolandEtAl2021.1.src-noun	9	having	3.143	2.629	1
0	RolandEtAl2021.1.src-noun	9	having	2.848	2.402	0
0	RolandEtAl2021.1.src-noun	9	having	2.868	2.695	1
0	RolandEtAl2021.1.src-noun	10	a	1.705	1.656	0
0	RolandEtAl2021.1.src-noun	10	a	1.801	1.893	1
0	RolandEtAl2021.1.src-noun	10	a	1.773	1.859	0
0	RolandEtAl2021.1.src-noun	10	a	1.711	1.602	1
0	RolandEtAl2021.1.src-noun	11	party.	7.621	7.279	0
0	RolandEtAl2021.1.src-noun	11	party.	7.86	6.949	1
0	RolandEtAl2021.1.src-noun	11	party.	7.748	6.954	0
0	RolandEtAl2021.1.src-noun	11	party.	7.87	7.416	1
1	RolandEtAl2021.1.orc-noun	0	The	3.231	2.991	0
1	RolandEtAl2021.1.orc-noun	0	The	3.174	2.928	1
1	RolandEtAl2021.1.orc-noun	0	The	3.262	3.236	0
1	RolandEtAl2021.1.orc-noun	0	The	3.235	3.322	1
1	RolandEtAl2021.1.orc-noun	1	event	8.477	8.099	0
1	RolandEtAl2021.1.orc-noun	1	event	8.528	8.567	1
1	RolandEtAl2021.1.orc-noun	1	event	8.586	7.218	0
1	RolandEtAl2021.1.orc-noun	1	event	8.591	7.733	1
1	RolandEtAl2021.1.orc-noun	2	planner	9.795	7.606	0
1	RolandEtAl2021.1.orc-noun	2	planner	8.138	7.129	1
1	RolandEtAl2021.1.orc-noun	2	planner	9.326	7.216	0
1	RolandEtAl2021.1.orc-noun	2	planner	9.461	7.788	1
1	RolandEtAl2021.1.orc-noun	3	that	5.709	5.349	0
1	RolandEtAl2021.1.orc-noun	3	that	5.837	5.575	1
1	RolandEtAl2021.1.orc-noun	3	that	5.827	5.198	0
1	RolandEtAl2021.1.orc-noun	3	that	5.636	5.447	1
1	RolandEtAl2021.1.orc-noun	4	telephoned	14.841	13.729	0
1	RolandEtAl2021.1.orc-noun	4	telephoned	15.01	13.62	1
1	RolandEtAl2021.1.orc-noun	4	telephoned	14.571	13.363	0
1	RolandEtAl2021.1.orc-noun	4	telephoned	14.583	13.575	1
1	RolandEtAl2021.1.orc-noun	5	the	2.864	2.415	0
1	RolandEtAl2021.1.orc-noun	5	the	2.59	2.759	1
1	RolandEtAl2021.1.orc-noun	5	the	2.621	2.325	0
1	RolandEtAl2021.1.orc-noun	5	the	2.475	2.304	1
1	RolandEtAl2021.1.orc-noun	6	chef	10.143	9.562	0
1	RolandEtAl2021.1.orc-noun	6	chef	9.988	9.465	1
1	RolandEtAl2021.1.orc-noun	6	chef	10.116	9.413	0
1	RolandEtAl2021.1.orc-noun	6	chef	10.294	9.979	1
1	RolandEtAl2021.1.orc-noun	7	planned	9.2	8.858	0
1	RolandEtAl2021.1.orc-noun	7	planned	9.043	8.727	1
1	RolandEtAl2021.1.orc-noun	7	planned	8.958	8.823	0
1	RolandEtAl2021.1.orc-noun	7	planned	8.854	8.369	1
1	RolandEtAl2021.1.orc-noun	8	on	3.091	2.877	0
1	RolandEtAl2021.1.orc-noun	8	on	3.1	2.838	1
1	RolandEtAl2021.1.orc-noun	8	on	3.31	3.245	0
1	RolandEtAl2021.1.orc-noun	8	on	2.79	2.647	1
1	RolandEtAl2021.1.orc-noun	9	having	3.039	2.638	0
1	RolandEtAl2021.1.orc-noun	9	having	2.815	2.728	1
1	RolandEtAl2021.1.orc-noun	9	having	2.709	2.703	0
1	RolandEtAl2021.1.orc-noun	9	having	3.02	2.769	1
1	RolandEtAl2021.1.orc-noun	10	a	1.837	1.733	0
1	RolandEtAl2021.1.orc-noun	10	a	1.842	1.779	1
1	RolandEtAl2021.1.orc-noun	10	a	1.738	1.746	0
1	RolandEtAl2021.1.orc-noun	10	a	1.845	1.75	1
1	RolandEtAl2021.1.orc-noun	11	party.	7.362	6.543	0
1	RolandEtAl2021.1.orc-noun	11	party.	7.805	6.806	1
1	RolandEtAl2021.1.orc-noun	11	party.	8.016	7.036	0
1	RolandEtAl2021.1.orc-noun	11	party.	8.043	7.318	1
2	RolandEtAl2021.1.src-pronoun	0	The	3.213	3.254	0
2	RolandEtAl2021.1.src-pronoun	0	The	3.325	3.38	1
2	RolandEtAl2021.1.src-pronoun	0	The	3.175	3.011	0
2	RolandEtAl2021.1.src-pronoun	0	The	3.234	3.386	1
2	RolandEtAl2021.1.src-pronoun	1	event	8.692	8.121	0
2	RolandEtAl2021.1.src-pronoun	1	event	8.511	8.129	1
2	RolandEtAl2021.1.src-pronoun	1	event	8.358	8.04	0
2	RolandEtAl2021.1.src-pronoun	1	event	8.518	7.924	1
2	RolandEtAl2021.1.src-pronoun	2	planner	9.092	6.22	0
2	RolandEtAl2021.1.src-pronoun	2	planner	8.757	6.939	1
2	RolandEtAl2021.1.src-pronoun	2	planner	9.332	7.825	0
2	RolandEtAl2021.1.src-pronoun	2	planner	8.684	7.113	1
2	RolandEtAl2021.1.src-pronoun	3	that	5.633	5.473	0
2	RolandEtAl2021.1.src-pronoun	3	that	5.761	5.322	1
2	RolandEtAl2021.1.src-pronoun	3	that	5.6	5.19	0
2	RolandEtAl2021.1.src-pronoun	3	that	5.87	5.407	1
2	RolandEtAl2021.1.src-pronoun	4	I	2.815	2.247	0
2	RolandEtAl2021.1.src-pronoun	4	I	2.835	2.473	1
2	RolandEtAl2021.1.src-pronoun	4	I	3.052	2.781	0
2	RolandEtAl2021.1.src-pronoun	4	I	3.063	2.132	1
2	RolandEtAl2021.1.src-pronoun	5	telephoned	14.87	14.008	0
2	RolandEtAl2021.1.src-pronoun	5	telephoned	14.288	13.814	1
2	RolandEtAl2021.1.src-pronoun	5	telephoned	14.34	13.646	0
2	RolandEtAl2021.1.src-pronoun	5	telephoned	14.14	14.584	1
2	RolandEtAl2021.1.src-pronoun	6	planned	9.466	9.801	0
2	RolandEtAl2021.1.src-pronoun	6	planned	9.141	8.99	1
2	RolandEtAl2021.1.src-pronoun	6	planned	9.234	9.192	0
2	RolandEtAl2021.1.src-pronoun	6	planned	9.173	9.266	1
2	RolandEtAl2021.1.src-pronoun	7	on	3.475	3.384	0
2	RolandEtAl2021.1.src-pronoun	7	on	3.396	3.235	1
2	RolandEtAl2021.1.src-pronoun	7	on	3.269	3.289	0
2	RolandEtAl2021.1.src-pronoun	7	on	3.449	3.456	1
2	RolandEtAl2021.1.src-pronoun	8	having	2.66	2.394	0
2	RolandEtAl2021.1.src-pronoun	8	having	2.562	2.366	1
2	RolandEtAl2021.1.src-pronoun	8	having	2.879	2.696	0
2	RolandEtAl2021.1.src-pronoun	8	having	3.346	2.685	1
2	RolandEtAl2021.1.src-pronoun	9	a	1.699	1.695	0
2	RolandEtAl2021.1.src-pronoun	9	a	1.667	1.736	1
2	RolandEtAl2021.1.src-pronoun	9	a	1.655	1.62	0
2	RolandEtAl2021.1.src-pronoun	9	a	1.706	1.669	1
2	RolandEtAl2021.1.src-pronoun	10	party.	9.894	9.472	0
2	RolandEtAl2021.1.src-pronoun	10	party.	9.796	7.856	1
2	RolandEtAl2021.1.src-pronoun	10	party.	10.725	8.987	0
2	RolandEtAl2021.1.src-pronoun	10	party.	10.182	8.364	1
3	RolandEtAl2021.1.orc-pronoun	0	The	3.227	3.396	0
3	RolandEtAl2021.1.orc-pronoun	0	The	3.363	3.341	1
3	RolandEtAl2021.1.orc-pronoun	0	The	3.32	3.351	0
3	RolandEtAl2021.1.orc-pronoun	0	The	3.225	2.918	1
3	RolandEtAl2021.1.orc-pronoun	1	event	8.482	7.851	0
3	RolandEtAl2021.1.orc-pronoun	1	event	8.527	8.301	1
3	RolandEtAl2021.1.orc-pronoun	1	event	8.407	7.682	0
3	RolandEtAl2021.1.orc-pronoun	1	event	8.38	7.869	1
3	RolandEtAl2021.1.orc-pronoun	2	planner	9.066	6.943	0
3	RolandEtAl2021.1.orc-pronoun	2	planner	8.605	6.714	1
3	RolandEtAl2021.1.orc-pronoun	2	planner	8.486	7.835	0
3	RolandEtAl2021.1.orc-pronoun	2	planner	9.174	8.194	1
3	RolandEtAl2021.1.orc-pronoun	3	that	5.828	5.511	0
3	RolandEtAl2021.1.orc-pronoun	3	that	5.67	5.527	1
3	RolandEtAl2021.1.orc-pronoun	3	that	5.842	5.488	0
3	RolandEtAl2021.1.orc-pronoun	3	that	5.743	5.24	1
3	RolandEtAl2021.1.orc-pronoun	4	telephoned	15.289	13.707	0
3	RolandEtAl2021.1.orc-pronoun	4	telephoned	14.283	14.545	1
3	RolandEtAl2021.1.orc-pronoun	4	telephoned	14.659	13.608	0
3	RolandEtAl2021.1.orc-pronoun	4	telephoned	15.032	14.258	1
3	RolandEtAl2021.1.orc-pronoun	5	me	1.822	1.277	0
3	RolandEtAl2021.1.orc-pronoun	5	me	1.902	1.209	1
3	RolandEtAl2021.1.orc-pronoun	5	me	1.751	1.444	0
3	RolandEtAl2021.1.orc-pronoun	5	me	1.912	1.402	1
3	RolandEtAl2021.1.orc-pronoun	6	planned	9.512	9.414	0
3	RolandEtAl2021.1.orc-pronoun	6	planned	9.41	9.234	1
3	RolandEtAl2021.1.orc-pronoun	6	planned	9.408	8.911	0
3	RolandEtAl2021.1.orc-pronoun	6	planned	9.254	9.103	1
3	RolandEtAl2021.1.orc-pronoun	7	on	3.434	3.107	0
3	RolandEtAl2021.1.orc-pronoun	7	on	3.115	2.754	1
3	RolandEtAl2021.1.orc-pronoun	7	on	2.963	2.75	0
3	RolandEtAl2021.1.orc-pronoun	7	on	3.051	3.091	1
3	RolandEtAl2021.1.orc-pronoun	8	having	2.872	2.479	0
3	RolandEtAl2021.1.orc-pronoun	8	having	2.643	2.145	1
3	RolandEtAl2021.1.orc-pronoun	8	having	3.062	2.704	0
3	RolandEtAl2021.1.orc-pronoun	8	having	2.645	2.487	1
3	RolandEtAl2021.1.orc-pronoun	9	a	1.716	1.762	0
3	RolandEtAl2021.1.orc-pronoun	9	a	1.705	1.657	1
3	RolandEtAl2021.1.orc-pronoun	9	a	1.746	1.771	0
3	RolandEtAl2021.1.orc-pronoun	9	a	1.723	1.71	1
3	RolandEtAl2021.1.orc-pronoun	10	party.	8.747	7.702	0
3	RolandEtAl2021.1.orc-pronoun	10	party.	9.076	7.473	1
3	RolandEtAl2021.1.orc-pronoun	10	party.	8.978	8.941	0
3	RolandEtAl2021.1.orc-pronoun	10	party.	8.429	8.093	1
4	RolandEtAl2021.1.orc-proE3	0	The	3.358	2.96	0
4	RolandEtAl2021.1.orc-proE3	0	The	3.283	3.231	1
4	RolandEtAl2021.1.orc-proE3	0	The	3.24	3.06	0
4	RolandEtAl2021.1.orc-proE3	0	The	3.275	3.139	1
4	RolandEtAl2021.1.orc-proE3	1	event	8.713	8.386	0
4	RolandEtAl2021.1.orc-proE3	1	event	8.685	8.829	1
4	RolandEtAl2021.1.orc-proE3	1	event	8.617	8.804	0
4	RolandEtAl2021.1.orc-proE3	1	event	8.607	8.137	1
4	RolandEtAl2021.1.orc-proE3	2	planner	8.796	7.598	0
4	RolandEtAl2021.1.orc-proE3	2	planner	9.171	7.664	1
4	RolandEtAl2021.1.orc-proE3	2	planner	9.992	7.519	0
4	RolandEtAl2021.1.orc-proE3	2	planner	8.823	8.159	1
4	RolandEtAl2021.1.orc-proE3	3	that	5.709	5.276	0
4	RolandEtAl2021.1.orc-proE3	3	that	5.56	5.203	1
4	RolandEtAl2021.1.orc-proE3	3	that	5.712	5.415	0
4	RolandEtAl2021.1.orc-proE3	3	that	5.638	5.641	1
4	RolandEtAl2021.1.orc-proE3	4	you	4.099	3.378	0
