Sentence	SentenceID	Region	Word	Surprisal	SurprisalReweighted	Repetition
0	Vani_etal_2021.E1.65.filler	0	Cindy	13.457	12.993	0
0	Vani_etal_2021.E1.65.filler	0	Cindy	13.536	12.975	1
0	Vani_etal_2021.E1.65.filler	0	Cindy	13.369	12.554	0
0	Vani_etal_2021.E1.65.filler	0	Cindy	13.529	13.002	1
0	Vani_etal_2021.E1.65.filler	1	treated	11.184	11.302	0
0	Vani_etal_2021.E1.65.filler	1	treated	11.102	10.842	1
0	Vani_etal_2021.E1.65.filler	1	treated	11.107	11.176	0
0	Vani_etal_2021.E1.65.filler	1	treated	11.008	10.498	1
0	Vani_etal_2021.E1.65.filler	2	herself	4.55	4.279	0
0	Vani_etal_2021.E1.65.filler	2	herself	4.321	4.086	1
0	Vani_etal_2021.E1.65.filler	2	herself	4.518	4.156	0
0	Vani_etal_2021.E1.65.filler	2	herself	4.319	4.068	1
0	Vani_etal_2021.E1.65.filler	3	to	0.985	0.873	0
0	Vani_etal_2021.E1.65.filler	3	to	0.893	0.731	1
0	Vani_etal_2021.E1.65.filler	3	to	1.677	2.167	0
0	Vani_etal_2021.E1.65.filler	3	to	0.938	1.033	1
0	Vani_etal_2021.E1.65.filler	4	a	0.878	0.845	0
0	Vani_etal_2021.E1.65.filler	4	a	0.868	0.832	1
0	Vani_etal_2021.E1.65.filler	4	a	0.867	0.846	0
0	Vani_etal_2021.E1.65.filler	4	a	1.552	0.799	1
0	Vani_etal_2021.E1.65.filler	5	vacation	7.124	6.719	0
0	Vani_etal_2021.E1.65.filler	5	vacation	7.493	6.421	1
0	Vani_etal_2021.E1.65.filler	5	vacation	7.636	7.373	0
0	Vani_etal_2021.E1.65.filler	5	vacation	7.731	7.543	1
0	Vani_etal_2021.E1.65.filler	6	in	2.549	2.108	0
0	Vani_etal_2021.E1.65.filler	6	in	2.559	2.292	1
0	Vani_etal_2021.E1.65.filler	6	in	2.95	2.59	0
0	Vani_etal_2021.E1.65.filler	6	in	3.048	2.54	1
0	Vani_etal_2021.E1.65.filler	7	China	5.956	5.919	0
0	Vani_etal_2021.E1.65.filler	7	China	5.82	5.737	1
0	Vani_etal_2021.E1.65.filler	7	China	6.191	6.253	0
0	Vani_etal_2021.E1.65.filler	7	China	6.281	6.061	1
0	Vani_etal_2021.E1.65.filler	8	and	2.132	2.165	0
0	Vani_etal_2021.E1.65.filler	8	and	1.882	2.012	1
0	Vani_etal_2021.E1.65.filler	8	and	1.97	1.908	0
0	Vani_etal_2021.E1.65.filler	8	and	2.193	1.969	1
0	Vani_etal_2021.E1.65.filler	9	several	8.129	8.189	0
0	Vani_etal_2021.E1.65.filler	9	several	8.257	7.901	1
0	Vani_etal_2021.E1.65.filler	9	several	7.953	7.777	0
0	Vani_etal_2021.E1.65.filler	9	several	7.972	7.53	1
0	Vani_etal_2021.E1.65.filler	10	other	3.056	2.886	0
0	Vani_etal_2021.E1.65.filler	10	other	3.253	2.927	1
0	Vani_etal_2021.E1.65.filler	10	other	3.058	3.247	0
0	Vani_etal_2021.E1.65.filler	10	other	2.681	2.68	1
0	Vani_etal_2021.E1.65.filler	11	Asian	4.984	4.193	0
0	Vani_etal_2021.E1.65.filler	11	Asian	4.485	4.318	1
0	Vani_etal_2021.E1.65.filler	11	Asian	4.622	3.883	0
0	Vani_etal_2021.E1.65.filler	11	Asian	5.906	4.105	1
0	Vani_etal_2021.E1.65.filler	12	countries	0.784	0.541	0
0	Vani_etal_2021.E1.65.filler	12	countries	0.869	0.307	1
0	Vani_etal_2021.E1.65.filler	12	countries	1.167	0.353	0
0	Vani_etal_2021.E1.65.filler	12	countries	0.79	0.527	1
1	Vani_etal_2021.E1.58.filler	0	Todd	12.675	12.267	0
1	Vani_etal_2021.E1.58.filler	0	Todd	12.753	12.158	1
1	Vani_etal_2021.E1.58.filler	0	Todd	12.737	12.572	0
1	Vani_etal_2021.E1.58.filler	0	Todd	12.912	12.127	1
1	Vani_etal_2021.E1.58.filler	1	wanted	8.614	8.192	0
1	Vani_etal_2021.E1.58.filler	1	wanted	8.809	8.474	1
1	Vani_etal_2021.E1.58.filler	1	wanted	8.713	8.256	0
1	Vani_etal_2021.E1.58.filler	1	wanted	8.54	8.115	1
1	Vani_etal_2021.E1.58.filler	2	to	0.543	0.516	0
1	Vani_etal_2021.E1.58.filler	2	to	0.564	0.555	1
1	Vani_etal_2021.E1.58.filler	2	to	0.58	0.563	0
1	Vani_etal_2021.E1.58.filler	2	to	0.557	0.559	1
1	Vani_etal_2021.E1.58.filler	3	be	3.616	3.083	0
1	Vani_etal_2021.E1.58.filler	3	be	3.136	3.145	1
1	Vani_etal_2021.E1.58.filler	3	be	3.125	3.308	0
1	Vani_etal_2021.E1.58.filler	3	be	3.086	3.141	1
1	Vani_etal_2021.E1.58.filler	4	a	2.08	1.983	0
1	Vani_etal_2021.E1.58.filler	4	a	2.385	2.069	1
1	Vani_etal_2021.E1.58.filler	4	a	2.033	1.975	0
1	Vani_etal_2021.E1.58.filler	4	a	2.015	2.168	1
1	Vani_etal_2021.E1.58.filler	5	barber	9.091	8.81	0
1	Vani_etal_2021.E1.58.filler	5	barber	9.129	8.728	1
1	Vani_etal_2021.E1.58.filler	5	barber	9.712	8.685	0
1	Vani_etal_2021.E1.58.filler	5	barber	9.129	9.193	1
1	Vani_etal_2021.E1.58.filler	6	but	2.819	2.511	0
1	Vani_etal_2021.E1.58.filler	6	but	2.642	2.381	1
1	Vani_etal_2021.E1.58.filler	6	but	2.558	2.396	0
1	Vani_etal_2021.E1.58.filler	6	but	3.019	2.96	1
1	Vani_etal_2021.E1.58.filler	7	his	3.003	2.972	0
1	Vani_etal_2021.E1.58.filler	7	his	3.388	2.938	1
1	Vani_etal_2021.E1.58.filler	7	his	4.063	3.396	0
1	Vani_etal_2021.E1.58.filler	7	his	3.607	3.773	1
1	Vani_etal_2021.E1.58.filler	8	shaky	12.446	12.333	0
1	Vani_etal_2021.E1.58.filler	8	shaky	12.379	12.282	1
1	Vani_etal_2021.E1.58.filler	8	shaky	12.366	12.129	0
1	Vani_etal_2021.E1.58.filler	8	shaky	12.466	12.372	1
1	Vani_etal_2021.E1.58.filler	9	hands	3.473	3.283	0
1	Vani_etal_2021.E1.58.filler	9	hands	3.382	3.202	1
1	Vani_etal_2021.E1.58.filler	9	hands	3.433	2.958	0
1	Vani_etal_2021.E1.58.filler	9	hands	4.094	3.527	1
1	Vani_etal_2021.E1.58.filler	10	prevented	6.171	6.114	0
1	Vani_etal_2021.E1.58.filler	10	prevented	4.632	4.647	1
1	Vani_etal_2021.E1.58.filler	10	prevented	4.81	4.489	0
1	Vani_etal_2021.E1.58.filler	10	prevented	6.12	5.634	1
1	Vani_etal_2021.E1.58.filler	11	him	0.975	0.384	0
1	Vani_etal_2021.E1.58.filler	11	him	1.078	0.215	1
1	Vani_etal_2021.E1.58.filler	11	him	0.85	0.685	0
1	Vani_etal_2021.E1.58.filler	11	him	0.615	0.2	1
1	Vani_etal_2021.E1.58.filler	12	from	0.146	0.139	0
1	Vani_etal_2021.E1.58.filler	12	from	0.192	0.144	1
1	Vani_etal_2021.E1.58.filler	12	from	0.166	0.204	0
1	Vani_etal_2021.E1.58.filler	12	from	0.166	0.196	1
1	Vani_etal_2021.E1.58.filler	13	becoming	5.971	5.451	0
1	Vani_etal_2021.E1.58.filler	13	becoming	6.385	4.709	1
1	Vani_etal_2021.E1.58.filler	13	becoming	5.23	4.367	0
1	Vani_etal_2021.E1.58.filler	13	becoming	5.964	4.701	1
1	Vani_etal_2021.E1.58.filler	14	one	4.441	3.885	0
1	Vani_etal_2021.E1.58.filler	14	one	4.326	3.453	1
1	Vani_etal_2021.E1.58.filler	14	one	4.336	3.101	0
1	Vani_etal_2021.E1.58.filler	14	one	3.624	2.631	1
2	Vani_etal_2021.E1.61.filler	0	The	3.539	3.43	0
2	Vani_etal_2021.E1.61.filler	0	The	3.307	3.174	1
2	Vani_etal_2021.E1.61.filler	0	The	3.347	3.283	0
2	Vani_etal_2021.E1.61.filler	0	The	3.431	3.351	1
2	Vani_etal_2021.E1.61.filler	1	gardener	13.16	12.757	0
2	Vani_etal_2021.E1.61.filler	1	gardener	13.665	13.031	1
2	Vani_etal_2021.E1.61.filler	1	gardener	13.158	12.869	0
2	Vani_etal_2021.E1.61.filler	1	gardener	12.894	13.121	1
2	Vani_etal_2021.E1.61.filler	2	was	3.806	3.875	0
2	Vani_etal_2021.E1.61.filler	2	was	3.825	3.722	1
2	Vani_etal_2021.E1.61.filler	2	was	3.835	3.697	0
2	Vani_etal_2021.E1.61.filler	2	was	3.791	3.755	1
2	Vani_etal_2021.E1.61.filler	3	happy	6.489	6.281	0
2	Vani_etal_2021.E1.61.filler	3	happy	6.452	6.472	1
2	Vani_etal_2021.E1.61.filler	3	happy	6.489	6.404	0
2	Vani_etal_2021.E1.61.filler	3	happy	6.504	5.899	1
2	Vani_etal_2021.E1.61.filler	4	with	1.791	1.71	0
2	Vani_etal_2021.E1.61.filler	4	with	1.722	1.494	1
2	Vani_etal_2021.E1.61.filler	4	with	1.8	1.694	0
2	Vani_etal_2021.E1.61.filler	4	with	1.801	1.7	1
2	Vani_etal_2021.E1.61.filler	5	the	0.936	0.837	0
2	Vani_etal_2021.E1.61.filler	5	the	0.894	0.97	1
2	Vani_etal_2021.E1.61.filler	5	the	0.968	0.971	0
2	Vani_etal_2021.E1.61.filler	5	the	0.93	0.951	1
2	Vani_etal_2021.E1.61.filler	6	flowers	7.278	6.202	0
2	Vani_etal_2021.E1.61.filler	6	flowers	7.191	6.147	1
2	Vani_etal_2021.E1.61.filler	6	flowers	7.657	6.042	0
2	Vani_etal_2021.E1.61.filler	6	flowers	7.429	5.591	1
2	Vani_etal_2021.E1.61.filler	7	but	4.418	3.568	0
2	Vani_etal_2021.E1.61.filler	7	but	3.544	3.45	1
2	Vani_etal_2021.E1.61.filler	7	but	4.633	3.27	0
2	Vani_etal_2021.E1.61.filler	7	but	3.754	3.698	1
2	Vani_etal_2021.E1.61.filler	8	the	2.0	1.925	0
2	Vani_etal_2021.E1.61.filler	8	the	2.238	2.083	1
2	Vani_etal_2021.E1.61.filler	8	the	2.055	1.858	0
2	Vani_etal_2021.E1.61.filler	8	the	1.923	1.916	1
2	Vani_etal_2021.E1.61.filler	9	owner	5.218	4.791	0
2	Vani_etal_2021.E1.61.filler	9	owner	5.188	4.643	1
2	Vani_etal_2021.E1.61.filler	9	owner	6.874	4.744	0
2	Vani_etal_2021.E1.61.filler	9	owner	5.199	4.973	1
2	Vani_etal_2021.E1.61.filler	10	of	1.757	1.59	0
2	Vani_etal_2021.E1.61.filler	10	of	1.795	1.889	1
2	Vani_etal_2021.E1.61.filler	10	of	1.794	1.827	0
2	Vani_etal_2021.E1.61.filler	10	of	2.102	1.902	1
2	Vani_etal_2021.E1.61.filler	11	the	0.404	0.281	0
2	Vani_etal_2021.E1.61.filler	11	the	0.262	0.223	1
2	Vani_etal_2021.E1.61.filler	11	the	0.342	0.27	0
2	Vani_etal_2021.E1.61.filler	11	the	1.408	0.217	1
2	Vani_etal_2021.E1.61.filler	12	house	3.396	2.111	0
2	Vani_etal_2021.E1.61.filler	12	house	4.204	3.73	1
2	Vani_etal_2021.E1.61.filler	12	house	3.089	2.913	0
2	Vani_etal_2021.E1.61.filler	12	house	4.01	2.948	1
2	Vani_etal_2021.E1.61.filler	13	was	5.119	2.624	0
2	Vani_etal_2021.E1.61.filler	13	was	4.563	2.91	1
2	Vani_etal_2021.E1.61.filler	13	was	4.599	3.555	0
2	Vani_etal_2021.E1.61.filler	13	was	3.343	2.457	1
2	Vani_etal_2021.E1.61.filler	14	not	3.493	2.752	0
2	Vani_etal_2021.E1.61.filler	14	not	2.544	2.16	1
2	Vani_etal_2021.E1.61.filler	14	not	3.254	2.715	0
