Sentence	SentenceID	Region	Word	Surprisal	SurprisalReweighted	Repetition
0	Vani_etal_2021.E2_S10.1.obj_rc	0	The	3.378	3.115	0
0	Vani_etal_2021.E2_S10.1.obj_rc	0	The	3.522	3.496	1
0	Vani_etal_2021.E2_S10.1.obj_rc	0	The	3.488	3.295	0
0	Vani_etal_2021.E2_S10.1.obj_rc	0	The	3.438	3.31	1
0	Vani_etal_2021.E2_S10.1.obj_rc	1	bus	9.662	9.237	0
0	Vani_etal_2021.E2_S10.1.obj_rc	1	bus	9.823	9.506	1
0	Vani_etal_2021.E2_S10.1.obj_rc	1	bus	9.786	9.94	0
0	Vani_etal_2021.E2_S10.1.obj_rc	1	bus	9.571	8.57	1
0	Vani_etal_2021.E2_S10.1.obj_rc	2	driver	3.452	2.728	0
0	Vani_etal_2021.E2_S10.1.obj_rc	2	driver	4.143	3.585	1
0	Vani_etal_2021.E2_S10.1.obj_rc	2	driver	3.112	2.907	0
0	Vani_etal_2021.E2_S10.1.obj_rc	2	driver	3.637	3.625	1
0	Vani_etal_2021.E2_S10.1.obj_rc	3	that	5.659	5.87	0
0	Vani_etal_2021.E2_S10.1.obj_rc	3	that	5.582	5.567	1
0	Vani_etal_2021.E2_S10.1.obj_rc	3	that	5.648	5.741	0
0	Vani_etal_2021.E2_S10.1.obj_rc	3	that	5.61	5.39	1
0	Vani_etal_2021.E2_S10.1.obj_rc	4	the	4.8	4.844	0
0	Vani_etal_2021.E2_S10.1.obj_rc	4	the	4.743	4.933	1
0	Vani_etal_2021.E2_S10.1.obj_rc	4	the	4.928	4.605	0
0	Vani_etal_2021.E2_S10.1.obj_rc	4	the	4.985	5.0	1
0	Vani_etal_2021.E2_S10.1.obj_rc	5	kids	5.677	5.049	0
0	Vani_etal_2021.E2_S10.1.obj_rc	5	kids	6.739	6.156	1
0	Vani_etal_2021.E2_S10.1.obj_rc	5	kids	7.381	6.634	0
0	Vani_etal_2021.E2_S10.1.obj_rc	5	kids	5.752	4.728	1
0	Vani_etal_2021.E2_S10.1.obj_rc	6	followed	7.914	7.867	0
0	Vani_etal_2021.E2_S10.1.obj_rc	6	followed	8.306	8.023	1
0	Vani_etal_2021.E2_S10.1.obj_rc	6	followed	7.909	7.936	0
0	Vani_etal_2021.E2_S10.1.obj_rc	6	followed	8.72	7.731	1
1	Vani_etal_2021.E2_S10.1.embed	0	The	3.539	3.445	0
1	Vani_etal_2021.E2_S10.1.embed	0	The	3.424	3.518	1
1	Vani_etal_2021.E2_S10.1.embed	0	The	3.591	3.544	0
1	Vani_etal_2021.E2_S10.1.embed	0	The	3.319	3.055	1
1	Vani_etal_2021.E2_S10.1.embed	1	bus	9.503	9.421	0
1	Vani_etal_2021.E2_S10.1.embed	1	bus	9.977	9.667	1
1	Vani_etal_2021.E2_S10.1.embed	1	bus	9.738	9.279	0
1	Vani_etal_2021.E2_S10.1.embed	1	bus	9.752	9.888	1
1	Vani_etal_2021.E2_S10.1.embed	2	driver	3.859	3.118	0
1	Vani_etal_2021.E2_S10.1.embed	2	driver	3.252	3.033	1
1	Vani_etal_2021.E2_S10.1.embed	2	driver	3.085	2.984	0
1	Vani_etal_2021.E2_S10.1.embed	2	driver	3.152	2.958	1
1	Vani_etal_2021.E2_S10.1.embed	3	said	5.005	4.554	0
1	Vani_etal_2021.E2_S10.1.embed	3	said	4.939	5.084	1
1	Vani_etal_2021.E2_S10.1.embed	3	said	4.571	4.193	0
1	Vani_etal_2021.E2_S10.1.embed	3	said	5.044	4.886	1
1	Vani_etal_2021.E2_S10.1.embed	4	that	1.966	2.026	0
1	Vani_etal_2021.E2_S10.1.embed	4	that	2.13	2.069	1
1	Vani_etal_2021.E2_S10.1.embed	4	that	1.998	1.926	0
1	Vani_etal_2021.E2_S10.1.embed	4	that	2.212	2.157	1
1	Vani_etal_2021.E2_S10.1.embed	5	the	2.84	1.933	0
1	Vani_etal_2021.E2_S10.1.embed	5	the	2.095	2.072	1
1	Vani_etal_2021.E2_S10.1.embed	5	the	2.194	2.108	0
1	Vani_etal_2021.E2_S10.1.embed	5	the	2.217	2.349	1
1	Vani_etal_2021.E2_S10.1.embed	6	kids	7.195	5.934	0
1	Vani_etal_2021.E2_S10.1.embed	6	kids	7.233	6.484	1
1	Vani_etal_2021.E2_S10.1.embed	6	kids	7.411	6.356	0
1	Vani_etal_2021.E2_S10.1.embed	6	kids	6.74	6.009	1
1	Vani_etal_2021.E2_S10.1.embed	7	followed	9.134	9.175	0
1	Vani_etal_2021.E2_S10.1.embed	7	followed	9.561	9.447	1
1	Vani_etal_2021.E2_S10.1.embed	7	followed	9.683	9.441	0
1	Vani_etal_2021.E2_S10.1.embed	7	followed	9.558	9.469	1
2	Vani_etal_2021.E2_S10.2.obj_rc	0	The	3.467	3.319	0
2	Vani_etal_2021.E2_S10.2.obj_rc	0	The	3.336	3.175	1
2	Vani_etal_2021.E2_S10.2.obj_rc	0	The	3.507	3.801	0
2	Vani_etal_2021.E2_S10.2.obj_rc	0	The	3.415	3.24	1
