Sentence	SentenceID	Region	Word	Surprisal	SurprisalReweighted	Repetition
0	RolandEtAl2021.1.src-noun	0	The	3.631	3.565	0
0	RolandEtAl2021.1.src-noun	0	The	3.763	3.695	1
0	RolandEtAl2021.1.src-noun	0	The	3.676	3.229	0
0	RolandEtAl2021.1.src-noun	0	The	3.584	3.356	1
0	RolandEtAl2021.1.src-noun	1	event	7.752	7.496	0
0	RolandEtAl2021.1.src-noun	1	event	7.658	7.368	1
0	RolandEtAl2021.1.src-noun	1	event	7.553	7.524	0
0	RolandEtAl2021.1.src-noun	1	event	7.714	7.937	1
0	RolandEtAl2021.1.src-noun	2	planner	7.868	6.72	0
0	RolandEtAl2021.1.src-noun	2	planner	7.681	6.434	1
0	RolandEtAl2021.1.src-noun	2	planner	7.4	6.556	0
0	RolandEtAl2021.1.src-noun	2	planner	7.747	6.814	1
0	RolandEtAl2021.1.src-noun	3	that	5.806	5.673	0
0	RolandEtAl2021.1.src-noun	3	that	5.799	5.488	1
0	RolandEtAl2021.1.src-noun	3	that	5.695	5.438	0
0	RolandEtAl2021.1.src-noun	3	that	5.781	5.446	1
0	RolandEtAl2021.1.src-noun	4	the	3.975	4.275	0
0	RolandEtAl2021.1.src-noun	4	the	3.878	3.954	1
0	RolandEtAl2021.1.src-noun	4	the	3.918	3.97	0
0	RolandEtAl2021.1.src-noun	4	the	3.912	4.057	1
0	RolandEtAl2021.1.src-noun	5	chef	9.614	9.776	0
0	RolandEtAl2021.1.src-noun	5	chef	9.793	9.948	1
0	RolandEtAl2021.1.src-noun	5	chef	9.576	9.904	0
0	RolandEtAl2021.1.src-noun	5	chef	9.771	9.711	1
0	RolandEtAl2021.1.src-noun	6	telephoned	13.815	13.955	0
0	RolandEtAl2021.1.src-noun	6	telephoned	13.614	13.313	1
0	RolandEtAl2021.1.src-noun	6	telephoned	13.693	13.82	0
0	RolandEtAl2021.1.src-noun	6	telephoned	13.825	14.006	1
0	RolandEtAl2021.1.src-noun	7	planned	9.246	9.256	0
0	RolandEtAl2021.1.src-noun	7	planned	8.649	8.757	1
