Sentence	SentenceID	Region	Word	Surprisal	SurprisalReweighted	Repetition
180	Staub_2010.E1.1.SRC	3	who	5.449	4.009	0
180	Staub_2010.E1.1.SRC	3	who	5.767	3.76	1
180	Staub_2010.E1.1.SRC	3	who	5.84	4.046	0
180	Staub_2010.E1.1.SRC	3	who	6.245	4.623	1
180	Staub_2010.E1.1.SRC	4	followed	8.627	8.104	0
180	Staub_2010.E1.1.SRC	4	followed	8.287	7.91	1
180	Staub_2010.E1.1.SRC	4	followed	8.551	7.497	0
180	Staub_2010.E1.1.SRC	4	followed	8.195	7.648	1
180	Staub_2010.E1.1.SRC	5	the	2.562	1.707	0
180	Staub_2010.E1.1.SRC	5	the	2.885	2.056	1
180	Staub_2010.E1.1.SRC	5	the	2.593	1.746	0
180	Staub_2010.E1.1.SRC	5	the	2.551	2.371	1
180	Staub_2010.E1.1.SRC	6	kids	12.386	10.921	0
180	Staub_2010.E1.1.SRC	6	kids	12.443	9.897	1
180	Staub_2010.E1.1.SRC	6	kids	12.257	9.847	0
180	Staub_2010.E1.1.SRC	6	kids	12.116	11.279	1
180	Staub_2010.E1.1.SRC	7	wondered	13.931	11.705	0
180	Staub_2010.E1.1.SRC	7	wondered	14.117	11.688	1
180	Staub_2010.E1.1.SRC	7	wondered	14.389	11.853	0
180	Staub_2010.E1.1.SRC	7	wondered	14.799	12.349	1
181	Staub_2010.E1.1.ORC	3	who	5.518	3.017	0
181	Staub_2010.E1.1.ORC	3	who	5.611	3.536	1
181	Staub_2010.E1.1.ORC	3	who	6.246	3.735	0
181	Staub_2010.E1.1.ORC	3	who	5.52	3.597	1
181	Staub_2010.E1.1.ORC	4	the	7.553	7.61	0
181	Staub_2010.E1.1.ORC	4	the	7.547	7.677	1
181	Staub_2010.E1.1.ORC	4	the	7.471	7.56	0
181	Staub_2010.E1.1.ORC	4	the	7.558	7.206	1
181	Staub_2010.E1.1.ORC	5	kids	10.169	8.701	0
181	Staub_2010.E1.1.ORC	5	kids	10.731	8.123	1
181	Staub_2010.E1.1.ORC	5	kids	10.387	8.765	0
181	Staub_2010.E1.1.ORC	5	kids	10.679	8.246	1
181	Staub_2010.E1.1.ORC	6	followed	11.135	10.314	0
181	Staub_2010.E1.1.ORC	6	followed	11.427	9.875	1
181	Staub_2010.E1.1.ORC	6	followed	11.768	10.75	0
181	Staub_2010.E1.1.ORC	6	followed	11.319	9.618	1
181	Staub_2010.E1.1.ORC	7	wondered	18.007	17.395	0
181	Staub_2010.E1.1.ORC	7	wondered	18.225	17.138	1
181	Staub_2010.E1.1.ORC	7	wondered	18.118	17.503	0
181	Staub_2010.E1.1.ORC	7	wondered	18.152	17.096	1
182	Staub_2010.E1.2.SRC	2	who	5.291	4.297	0
182	Staub_2010.E1.2.SRC	2	who	5.046	4.51	1
182	Staub_2010.E1.2.SRC	2	who	4.439	4.445	0
182	Staub_2010.E1.2.SRC	2	who	4.652	3.757	1
182	Staub_2010.E1.2.SRC	3	distracted	13.76	13.434	0
182	Staub_2010.E1.2.SRC	3	distracted	14.002	12.999	1
182	Staub_2010.E1.2.SRC	3	distracted	14.457	12.817	0
182	Staub_2010.E1.2.SRC	3	distracted	13.734	13.067	1
182	Staub_2010.E1.2.SRC	4	the	3.572	2.695	0
182	Staub_2010.E1.2.SRC	4	the	2.238	1.979	1
182	Staub_2010.E1.2.SRC	4	the	2.072	2.067	0
182	Staub_2010.E1.2.SRC	4	the	2.278	2.64	1
182	Staub_2010.E1.2.SRC	5	cameraman	14.093	11.53	0
182	Staub_2010.E1.2.SRC	5	cameraman	12.54	10.057	1
182	Staub_2010.E1.2.SRC	5	cameraman	11.453	9.858	0
