Sentence	SentenceID	Region	Word	Surprisal	SurprisalReweighted	Repetition
0	RolandEtAl2021.1.src-noun	0	The	3.884	3.085	0
0	RolandEtAl2021.1.src-noun	0	The	3.588	3.526	1
0	RolandEtAl2021.1.src-noun	0	The	3.563	3.292	0
0	RolandEtAl2021.1.src-noun	0	The	3.606	3.466	1
0	RolandEtAl2021.1.src-noun	1	event	7.955	7.531	0
0	RolandEtAl2021.1.src-noun	1	event	7.985	7.778	1
0	RolandEtAl2021.1.src-noun	1	event	7.952	7.578	0
0	RolandEtAl2021.1.src-noun	1	event	7.946	7.624	1
0	RolandEtAl2021.1.src-noun	2	planner	9.881	8.491	0
0	RolandEtAl2021.1.src-noun	2	planner	9.04	7.05	1
0	RolandEtAl2021.1.src-noun	2	planner	8.909	7.47	0
0	RolandEtAl2021.1.src-noun	2	planner	9.427	7.849	1
0	RolandEtAl2021.1.src-noun	3	that	5.369	5.107	0
0	RolandEtAl2021.1.src-noun	3	that	5.198	5.483	1
0	RolandEtAl2021.1.src-noun	3	that	5.185	5.048	0
0	RolandEtAl2021.1.src-noun	3	that	5.154	4.982	1
0	RolandEtAl2021.1.src-noun	4	the	4.239	4.249	0
0	RolandEtAl2021.1.src-noun	4	the	4.346	3.735	1
0	RolandEtAl2021.1.src-noun	4	the	4.247	3.647	0
0	RolandEtAl2021.1.src-noun	4	the	4.307	3.836	1
0	RolandEtAl2021.1.src-noun	5	chef	10.569	10.092	0
0	RolandEtAl2021.1.src-noun	5	chef	10.777	9.978	1
0	RolandEtAl2021.1.src-noun	5	chef	10.512	9.783	0
0	RolandEtAl2021.1.src-noun	5	chef	10.609	10.075	1
0	RolandEtAl2021.1.src-noun	6	telephoned	14.532	13.709	0
0	RolandEtAl2021.1.src-noun	6	telephoned	16.223	14.06	1
0	RolandEtAl2021.1.src-noun	6	telephoned	16.254	15.775	0
0	RolandEtAl2021.1.src-noun	6	telephoned	14.955	14.463	1
0	RolandEtAl2021.1.src-noun	7	planned	10.467	10.334	0
0	RolandEtAl2021.1.src-noun	7	planned	10.371	9.776	1
0	RolandEtAl2021.1.src-noun	7	planned	10.201	9.271	0
0	RolandEtAl2021.1.src-noun	7	planned	10.129	10.543	1
0	RolandEtAl2021.1.src-noun	8	on	4.641	3.549	0
0	RolandEtAl2021.1.src-noun	8	on	4.101	4.161	1
0	RolandEtAl2021.1.src-noun	8	on	4.162	3.498	0
0	RolandEtAl2021.1.src-noun	8	on	3.553	3.597	1
0	RolandEtAl2021.1.src-noun	9	having	3.433	2.666	0
0	RolandEtAl2021.1.src-noun	9	having	4.836	2.332	1
0	RolandEtAl2021.1.src-noun	9	having	3.975	2.744	0
0	RolandEtAl2021.1.src-noun	9	having	4.38	2.377	1
0	RolandEtAl2021.1.src-noun	10	a	2.238	1.773	0
0	RolandEtAl2021.1.src-noun	10	a	1.771	1.61	1
0	RolandEtAl2021.1.src-noun	10	a	2.241	1.777	0
0	RolandEtAl2021.1.src-noun	10	a	1.869	1.798	1
0	RolandEtAl2021.1.src-noun	11	party.	8.3	8.162	0
0	RolandEtAl2021.1.src-noun	11	party.	9.252	7.899	1
0	RolandEtAl2021.1.src-noun	11	party.	9.438	7.818	0
0	RolandEtAl2021.1.src-noun	11	party.	9.042	7.322	1
1	RolandEtAl2021.1.orc-noun	0	The	3.894	3.505	0
1	RolandEtAl2021.1.orc-noun	0	The	4.152	3.315	1
1	RolandEtAl2021.1.orc-noun	0	The	3.703	3.506	0
1	RolandEtAl2021.1.orc-noun	0	The	3.482	3.507	1
1	RolandEtAl2021.1.orc-noun	1	event	8.088	7.777	0
1	RolandEtAl2021.1.orc-noun	1	event	8.542	7.55	1
1	RolandEtAl2021.1.orc-noun	1	event	7.819	7.925	0
1	RolandEtAl2021.1.orc-noun	1	event	8.059	7.53	1
1	RolandEtAl2021.1.orc-noun	2	planner	9.646	7.681	0
1	RolandEtAl2021.1.orc-noun	2	planner	8.761	7.681	1
1	RolandEtAl2021.1.orc-noun	2	planner	10.445	8.242	0
1	RolandEtAl2021.1.orc-noun	2	planner	8.784	6.986	1
1	RolandEtAl2021.1.orc-noun	3	that	5.301	5.145	0
1	RolandEtAl2021.1.orc-noun	3	that	5.189	5.069	1
1	RolandEtAl2021.1.orc-noun	3	that	5.134	4.877	0
1	RolandEtAl2021.1.orc-noun	3	that	5.091	5.224	1
1	RolandEtAl2021.1.orc-noun	4	telephoned	15.951	15.883	0
1	RolandEtAl2021.1.orc-noun	4	telephoned	16.51	14.609	1
1	RolandEtAl2021.1.orc-noun	4	telephoned	16.346	16.402	0
1	RolandEtAl2021.1.orc-noun	4	telephoned	15.563	15.679	1
1	RolandEtAl2021.1.orc-noun	5	the	6.504	3.255	0
1	RolandEtAl2021.1.orc-noun	5	the	5.796	3.479	1
1	RolandEtAl2021.1.orc-noun	5	the	6.334	3.28	0
1	RolandEtAl2021.1.orc-noun	5	the	6.047	2.934	1
1	RolandEtAl2021.1.orc-noun	6	chef	11.514	8.694	0
1	RolandEtAl2021.1.orc-noun	6	chef	11.598	9.908	1
1	RolandEtAl2021.1.orc-noun	6	chef	12.791	9.227	0
1	RolandEtAl2021.1.orc-noun	6	chef	11.411	9.072	1
1	RolandEtAl2021.1.orc-noun	7	planned	10.315	9.703	0
1	RolandEtAl2021.1.orc-noun	7	planned	10.361	9.276	1
1	RolandEtAl2021.1.orc-noun	7	planned	9.584	9.202	0
1	RolandEtAl2021.1.orc-noun	7	planned	9.579	8.796	1
1	RolandEtAl2021.1.orc-noun	8	on	2.803	2.844	0
1	RolandEtAl2021.1.orc-noun	8	on	2.942	2.742	1
1	RolandEtAl2021.1.orc-noun	8	on	3.723	2.713	0
1	RolandEtAl2021.1.orc-noun	8	on	2.874	2.493	1
1	RolandEtAl2021.1.orc-noun	9	having	2.367	2.176	0
1	RolandEtAl2021.1.orc-noun	9	having	2.4	2.24	1
1	RolandEtAl2021.1.orc-noun	9	having	3.187	2.356	0
1	RolandEtAl2021.1.orc-noun	9	having	3.056	2.247	1
1	RolandEtAl2021.1.orc-noun	10	a	2.004	1.918	0
1	RolandEtAl2021.1.orc-noun	10	a	1.885	1.655	1
1	RolandEtAl2021.1.orc-noun	10	a	1.833	1.78	0
1	RolandEtAl2021.1.orc-noun	10	a	1.846	1.953	1
1	RolandEtAl2021.1.orc-noun	11	party.	8.885	8.064	0
1	RolandEtAl2021.1.orc-noun	11	party.	8.041	7.178	1
1	RolandEtAl2021.1.orc-noun	11	party.	8.525	8.05	0
1	RolandEtAl2021.1.orc-noun	11	party.	8.005	7.568	1
2	RolandEtAl2021.1.src-pronoun	0	The	3.948	3.354	0
2	RolandEtAl2021.1.src-pronoun	0	The	3.61	3.477	1
2	RolandEtAl2021.1.src-pronoun	0	The	3.666	3.473	0
2	RolandEtAl2021.1.src-pronoun	0	The	3.516	3.445	1
2	RolandEtAl2021.1.src-pronoun	1	event	7.765	7.632	0
2	RolandEtAl2021.1.src-pronoun	1	event	7.711	7.675	1
2	RolandEtAl2021.1.src-pronoun	1	event	7.742	7.756	0
2	RolandEtAl2021.1.src-pronoun	1	event	7.914	7.719	1
2	RolandEtAl2021.1.src-pronoun	2	planner	9.812	8.506	0
2	RolandEtAl2021.1.src-pronoun	2	planner	9.886	8.189	1
2	RolandEtAl2021.1.src-pronoun	2	planner	9.338	8.136	0
2	RolandEtAl2021.1.src-pronoun	2	planner	8.522	7.091	1
2	RolandEtAl2021.1.src-pronoun	3	that	5.217	5.114	0
2	RolandEtAl2021.1.src-pronoun	3	that	5.351	5.365	1
2	RolandEtAl2021.1.src-pronoun	3	that	5.133	5.228	0
2	RolandEtAl2021.1.src-pronoun	3	that	5.193	5.003	1
2	RolandEtAl2021.1.src-pronoun	4	I	3.3	2.546	0
2	RolandEtAl2021.1.src-pronoun	4	I	3.441	2.793	1
2	RolandEtAl2021.1.src-pronoun	4	I	3.276	2.447	0
2	RolandEtAl2021.1.src-pronoun	4	I	3.228	3.053	1
2	RolandEtAl2021.1.src-pronoun	5	telephoned	15.69	15.675	0
2	RolandEtAl2021.1.src-pronoun	5	telephoned	15.629	15.64	1
2	RolandEtAl2021.1.src-pronoun	5	telephoned	15.341	14.997	0
2	RolandEtAl2021.1.src-pronoun	5	telephoned	14.912	14.576	1
2	RolandEtAl2021.1.src-pronoun	6	planned	11.833	9.559	0
2	RolandEtAl2021.1.src-pronoun	6	planned	13.304	10.115	1
2	RolandEtAl2021.1.src-pronoun	6	planned	12.455	9.83	0
2	RolandEtAl2021.1.src-pronoun	6	planned	12.56	9.525	1
2	RolandEtAl2021.1.src-pronoun	7	on	4.595	3.323	0
2	RolandEtAl2021.1.src-pronoun	7	on	4.772	3.615	1
2	RolandEtAl2021.1.src-pronoun	7	on	7.272	3.424	0
2	RolandEtAl2021.1.src-pronoun	7	on	3.496	3.746	1
2	RolandEtAl2021.1.src-pronoun	8	having	4.075	2.261	0
2	RolandEtAl2021.1.src-pronoun	8	having	3.95	2.125	1
2	RolandEtAl2021.1.src-pronoun	8	having	3.265	2.485	0
2	RolandEtAl2021.1.src-pronoun	8	having	4.962	2.402	1
2	RolandEtAl2021.1.src-pronoun	9	a	1.763	1.71	0
2	RolandEtAl2021.1.src-pronoun	9	a	2.772	1.734	1
2	RolandEtAl2021.1.src-pronoun	9	a	1.806	1.893	0
2	RolandEtAl2021.1.src-pronoun	9	a	1.669	1.561	1
2	RolandEtAl2021.1.src-pronoun	10	party.	9.265	8.382	0
2	RolandEtAl2021.1.src-pronoun	10	party.	10.395	8.856	1
2	RolandEtAl2021.1.src-pronoun	10	party.	10.207	9.09	0
2	RolandEtAl2021.1.src-pronoun	10	party.	9.773	8.69	1
3	RolandEtAl2021.1.orc-pronoun	0	The	4.07	3.401	0
3	RolandEtAl2021.1.orc-pronoun	0	The	3.633	3.52	1
3	RolandEtAl2021.1.orc-pronoun	0	The	3.565	3.014	0
3	RolandEtAl2021.1.orc-pronoun	0	The	3.555	3.434	1
3	RolandEtAl2021.1.orc-pronoun	1	event	7.911	7.815	0
3	RolandEtAl2021.1.orc-pronoun	1	event	7.846	7.587	1
3	RolandEtAl2021.1.orc-pronoun	1	event	7.746	7.82	0
3	RolandEtAl2021.1.orc-pronoun	1	event	8.01	8.0	1
3	RolandEtAl2021.1.orc-pronoun	2	planner	10.007	7.32	0
3	RolandEtAl2021.1.orc-pronoun	2	planner	9.476	7.348	1
3	RolandEtAl2021.1.orc-pronoun	2	planner	9.009	7.671	0
3	RolandEtAl2021.1.orc-pronoun	2	planner	8.919	6.899	1
3	RolandEtAl2021.1.orc-pronoun	3	that	5.256	4.87	0
3	RolandEtAl2021.1.orc-pronoun	3	that	5.009	4.667	1
3	RolandEtAl2021.1.orc-pronoun	3	that	5.234	5.028	0
3	RolandEtAl2021.1.orc-pronoun	3	that	5.198	5.088	1
3	RolandEtAl2021.1.orc-pronoun	4	telephoned	15.94	14.302	0
3	RolandEtAl2021.1.orc-pronoun	4	telephoned	16.345	14.4	1
3	RolandEtAl2021.1.orc-pronoun	4	telephoned	16.018	14.672	0
3	RolandEtAl2021.1.orc-pronoun	4	telephoned	16.515	15.313	1
3	RolandEtAl2021.1.orc-pronoun	5	me	7.473	1.586	0
3	RolandEtAl2021.1.orc-pronoun	5	me	8.208	1.156	1
3	RolandEtAl2021.1.orc-pronoun	5	me	7.457	0.898	0
3	RolandEtAl2021.1.orc-pronoun	5	me	5.789	1.97	1
3	RolandEtAl2021.1.orc-pronoun	6	planned	11.179	10.231	0
3	RolandEtAl2021.1.orc-pronoun	6	planned	11.403	9.421	1
3	RolandEtAl2021.1.orc-pronoun	6	planned	11.204	9.337	0
3	RolandEtAl2021.1.orc-pronoun	6	planned	12.106	9.937	1
3	RolandEtAl2021.1.orc-pronoun	7	on	3.643	3.388	0
3	RolandEtAl2021.1.orc-pronoun	7	on	3.383	2.726	1
3	RolandEtAl2021.1.orc-pronoun	7	on	3.145	2.83	0
3	RolandEtAl2021.1.orc-pronoun	7	on	3.441	2.754	1
3	RolandEtAl2021.1.orc-pronoun	8	having	2.879	2.189	0
3	RolandEtAl2021.1.orc-pronoun	8	having	2.797	2.408	1
3	RolandEtAl2021.1.orc-pronoun	8	having	3.706	2.486	0
3	RolandEtAl2021.1.orc-pronoun	8	having	4.625	2.577	1
3	RolandEtAl2021.1.orc-pronoun	9	a	1.999	1.798	0
3	RolandEtAl2021.1.orc-pronoun	9	a	2.701	1.877	1
3	RolandEtAl2021.1.orc-pronoun	9	a	1.751	1.686	0
3	RolandEtAl2021.1.orc-pronoun	9	a	1.733	1.818	1
3	RolandEtAl2021.1.orc-pronoun	10	party.	10.685	7.842	0
3	RolandEtAl2021.1.orc-pronoun	10	party.	9.055	7.777	1
3	RolandEtAl2021.1.orc-pronoun	10	party.	8.803	8.15	0
3	RolandEtAl2021.1.orc-pronoun	10	party.	9.185	8.329	1
4	RolandEtAl2021.1.orc-proE3	0	The	3.62	3.231	0
4	RolandEtAl2021.1.orc-proE3	0	The	3.562	3.433	1
4	RolandEtAl2021.1.orc-proE3	0	The	3.954	3.373	0
4	RolandEtAl2021.1.orc-proE3	0	The	4.353	3.51	1
4	RolandEtAl2021.1.orc-proE3	1	event	7.902	7.881	0
4	RolandEtAl2021.1.orc-proE3	1	event	7.579	7.595	1
4	RolandEtAl2021.1.orc-proE3	1	event	8.062	7.83	0
4	RolandEtAl2021.1.orc-proE3	1	event	8.088	8.143	1
4	RolandEtAl2021.1.orc-proE3	2	planner	10.291	8.169	0
4	RolandEtAl2021.1.orc-proE3	2	planner	9.401	7.263	1
4	RolandEtAl2021.1.orc-proE3	2	planner	9.515	6.599	0
4	RolandEtAl2021.1.orc-proE3	2	planner	9.359	7.261	1
4	RolandEtAl2021.1.orc-proE3	3	that	5.257	5.217	0
4	RolandEtAl2021.1.orc-proE3	3	that	5.165	4.742	1
4	RolandEtAl2021.1.orc-proE3	3	that	5.189	4.829	0
4	RolandEtAl2021.1.orc-proE3	3	that	5.075	4.945	1
4	RolandEtAl2021.1.orc-proE3	4	you	3.716	3.314	0
4	RolandEtAl2021.1.orc-proE3	4	you	3.703	3.318	1
4	RolandEtAl2021.1.orc-proE3	4	you	4.249	3.215	0
4	RolandEtAl2021.1.orc-proE3	4	you	4.409	3.629	1
4	RolandEtAl2021.1.orc-proE3	5	telephoned	15.583	15.447	0
4	RolandEtAl2021.1.orc-proE3	5	telephoned	15.891	15.848	1
4	RolandEtAl2021.1.orc-proE3	5	telephoned	15.671	15.989	0
4	RolandEtAl2021.1.orc-proE3	5	telephoned	15.962	15.591	1
4	RolandEtAl2021.1.orc-proE3	6	planned	13.385	9.827	0
4	RolandEtAl2021.1.orc-proE3	6	planned	11.341	9.481	1
4	RolandEtAl2021.1.orc-proE3	6	planned	13.761	10.007	0
4	RolandEtAl2021.1.orc-proE3	6	planned	10.249	10.084	1
4	RolandEtAl2021.1.orc-proE3	7	on	3.591	3.358	0
4	RolandEtAl2021.1.orc-proE3	7	on	5.537	3.461	1
4	RolandEtAl2021.1.orc-proE3	7	on	4.58	3.557	0
4	RolandEtAl2021.1.orc-proE3	7	on	4.739	3.677	1
4	RolandEtAl2021.1.orc-proE3	8	having	3.168	2.78	0
4	RolandEtAl2021.1.orc-proE3	8	having	5.237	2.54	1
4	RolandEtAl2021.1.orc-proE3	8	having	3.157	2.629	0
4	RolandEtAl2021.1.orc-proE3	8	having	3.162	2.391	1
4	RolandEtAl2021.1.orc-proE3	9	a	2.708	1.826	0
4	RolandEtAl2021.1.orc-proE3	9	a	1.945	1.592	1
4	RolandEtAl2021.1.orc-proE3	9	a	2.337	1.657	0
4	RolandEtAl2021.1.orc-proE3	9	a	2.672	1.637	1
4	RolandEtAl2021.1.orc-proE3	10	party.	8.356	7.713	0
4	RolandEtAl2021.1.orc-proE3	10	party.	8.182	7.593	1
4	RolandEtAl2021.1.orc-proE3	10	party.	8.333	7.6	0
4	RolandEtAl2021.1.orc-proE3	10	party.	8.453	7.472	1
5	RolandEtAl2021.1.sentc-E3	0	The	3.635	3.539	0
5	RolandEtAl2021.1.sentc-E3	0	The	3.622	3.719	1
5	RolandEtAl2021.1.sentc-E3	0	The	4.088	3.656	0
5	RolandEtAl2021.1.sentc-E3	0	The	3.595	3.409	1
5	RolandEtAl2021.1.sentc-E3	1	event	8.246	7.424	0
5	RolandEtAl2021.1.sentc-E3	1	event	7.69	7.648	1
5	RolandEtAl2021.1.sentc-E3	1	event	8.154	7.599	0
5	RolandEtAl2021.1.sentc-E3	1	event	7.875	7.407	1
5	RolandEtAl2021.1.sentc-E3	2	planner	9.16	7.166	0
5	RolandEtAl2021.1.sentc-E3	2	planner	9.647	8.501	1
5	RolandEtAl2021.1.sentc-E3	2	planner	9.679	7.246	0
5	RolandEtAl2021.1.sentc-E3	2	planner	9.162	7.72	1
5	RolandEtAl2021.1.sentc-E3	3	worried	12.974	13.311	0
5	RolandEtAl2021.1.sentc-E3	3	worried	12.649	12.453	1
5	RolandEtAl2021.1.sentc-E3	3	worried	12.561	13.071	0
5	RolandEtAl2021.1.sentc-E3	3	worried	13.319	14.251	1
5	RolandEtAl2021.1.sentc-E3	4	that	1.812	1.821	0
5	RolandEtAl2021.1.sentc-E3	4	that	2.068	1.92	1
5	RolandEtAl2021.1.sentc-E3	4	that	2.352	1.741	0
5	RolandEtAl2021.1.sentc-E3	4	that	2.073	1.571	1
5	RolandEtAl2021.1.sentc-E3	5	the	3.465	1.847	0
5	RolandEtAl2021.1.sentc-E3	5	the	2.614	1.662	1
5	RolandEtAl2021.1.sentc-E3	5	the	3.454	2.556	0
5	RolandEtAl2021.1.sentc-E3	5	the	2.913	1.804	1
5	RolandEtAl2021.1.sentc-E3	6	chef	12.443	11.258	0
5	RolandEtAl2021.1.sentc-E3	6	chef	12.537	10.781	1
5	RolandEtAl2021.1.sentc-E3	6	chef	12.076	10.703	0
5	RolandEtAl2021.1.sentc-E3	6	chef	12.691	10.942	1
5	RolandEtAl2021.1.sentc-E3	7	telephoned	15.368	14.261	0
5	RolandEtAl2021.1.sentc-E3	7	telephoned	14.855	14.229	1
5	RolandEtAl2021.1.sentc-E3	7	telephoned	14.396	14.265	0
5	RolandEtAl2021.1.sentc-E3	7	telephoned	14.744	14.568	1
5	RolandEtAl2021.1.sentc-E3	8	her	4.236	3.958	0
5	RolandEtAl2021.1.sentc-E3	8	her	3.795	3.567	1
5	RolandEtAl2021.1.sentc-E3	8	her	4.256	3.938	0
5	RolandEtAl2021.1.sentc-E3	8	her	5.467	5.109	1
5	RolandEtAl2021.1.sentc-E3	9	to	3.198	2.428	0
5	RolandEtAl2021.1.sentc-E3	9	to	2.602	2.356	1
5	RolandEtAl2021.1.sentc-E3	9	to	3.566	2.319	0
5	RolandEtAl2021.1.sentc-E3	9	to	5.371	2.448	1
5	RolandEtAl2021.1.sentc-E3	10	cancel	7.1	4.069	0
5	RolandEtAl2021.1.sentc-E3	10	cancel	6.829	4.051	1
5	RolandEtAl2021.1.sentc-E3	10	cancel	5.724	3.976	0
5	RolandEtAl2021.1.sentc-E3	10	cancel	6.583	4.126	1
5	RolandEtAl2021.1.sentc-E3	11	the	2.301	1.439	0
5	RolandEtAl2021.1.sentc-E3	11	the	2.465	1.45	1
5	RolandEtAl2021.1.sentc-E3	11	the	2.276	1.262	0
5	RolandEtAl2021.1.sentc-E3	11	the	2.073	1.128	1
5	RolandEtAl2021.1.sentc-E3	12	party.	6.133	5.905	0
5	RolandEtAl2021.1.sentc-E3	12	party.	6.348	6.137	1
5	RolandEtAl2021.1.sentc-E3	12	party.	6.455	5.774	0
5	RolandEtAl2021.1.sentc-E3	12	party.	6.002	5.749	1
6	RolandEtAl2021.1.sentc-proE3	0	The	4.083	3.426	0
6	RolandEtAl2021.1.sentc-proE3	0	The	3.993	3.848	1
6	RolandEtAl2021.1.sentc-proE3	0	The	3.479	3.373	0
6	RolandEtAl2021.1.sentc-proE3	0	The	3.864	3.297	1
6	RolandEtAl2021.1.sentc-proE3	1	event	7.803	7.762	0
6	RolandEtAl2021.1.sentc-proE3	1	event	7.944	7.892	1
6	RolandEtAl2021.1.sentc-proE3	1	event	7.726	7.718	0
6	RolandEtAl2021.1.sentc-proE3	1	event	7.459	7.482	1
6	RolandEtAl2021.1.sentc-proE3	2	planner	9.927	7.485	0
6	RolandEtAl2021.1.sentc-proE3	2	planner	9.132	8.0	1
6	RolandEtAl2021.1.sentc-proE3	2	planner	8.951	7.089	0
6	RolandEtAl2021.1.sentc-proE3	2	planner	9.605	8.208	1
6	RolandEtAl2021.1.sentc-proE3	3	worried	12.893	12.359	0
6	RolandEtAl2021.1.sentc-proE3	3	worried	13.1	13.337	1
6	RolandEtAl2021.1.sentc-proE3	3	worried	13.447	14.053	0
6	RolandEtAl2021.1.sentc-proE3	3	worried	12.904	12.752	1
6	RolandEtAl2021.1.sentc-proE3	4	that	1.741	1.785	0
6	RolandEtAl2021.1.sentc-proE3	4	that	2.307	2.724	1
6	RolandEtAl2021.1.sentc-proE3	4	that	2.096	1.61	0
6	RolandEtAl2021.1.sentc-proE3	4	that	1.627	1.547	1
6	RolandEtAl2021.1.sentc-proE3	5	you	5.352	4.543	0
6	RolandEtAl2021.1.sentc-proE3	5	you	5.47	4.616	1
6	RolandEtAl2021.1.sentc-proE3	5	you	5.432	5.148	0
6	RolandEtAl2021.1.sentc-proE3	5	you	5.355	4.734	1
6	RolandEtAl2021.1.sentc-proE3	6	telephoned	16.49	15.903	0
6	RolandEtAl2021.1.sentc-proE3	6	telephoned	16.924	15.386	1
